form,arm,trace_i,row,global_index,kind,token_index,value,dt,verdict,phat,proj_vphat_lstar,proj_vp_lstar
B,below_good,102,1231,3832,end_of_prompt,196,,,correct,-1,4.655776,5.188711
B,below_good,102,1232,3833,est_offwin,406,3000.0,-1,correct,-1,-2.382229,8.094903
B,below_good,102,1233,3834,est_offwin,424,1000000.0,-1,correct,-1,18.506407,17.500381
B,below_good,102,1234,3835,est_offwin,487,3000.0,-1,correct,-1,5.614670,11.022737
B,below_good,102,1235,3836,est_offwin,507,1000000.0,-1,correct,-1,16.595409,9.286489
B,below_good,102,1236,3837,est,529,3000000000.0,-1,correct,-1,-9.028831,13.894679
B,below_good,102,1237,3838,tau_echo,603,4500000000.0,,correct,-1,-10.169434,2.367003
B,below_good,102,1238,3839,final,603,4500000000.0,,correct,-1,-10.169434,2.367003
B,below_good,102,1239,3840,final_corrected,554,3000000000.0,,correct,-1,-7.646134,12.720484
B,below_good,103,1240,3841,end_of_prompt,196,,,correct,-1,4.677787,5.217660
B,below_good,103,1241,3842,tau_echo,259,4500000000.0,,correct,-1,-4.659250,6.828477
B,below_good,103,1242,3843,est_offwin,343,300000.0,-1,correct,-1,13.892509,6.446949
B,below_good,103,1243,3844,est_offwin,438,4000.0,-1,correct,-1,3.550233,9.651523
B,below_good,103,1244,3845,est_offwin,532,300000.0,-1,correct,-1,14.477768,9.437551
B,below_good,103,1245,3846,est_offwin,540,4000.0,-1,correct,-1,5.705419,4.293994
B,below_good,103,1246,3847,est,555,1200000000.0,-1,correct,-1,0.476451,8.291645
B,below_good,103,1247,3848,tau_echo,575,4500000000.0,,correct,-1,-6.815519,6.049316
B,below_good,103,1248,3849,est,598,1200000000.0,-1,correct,-1,0.146432,6.562996
B,below_good,103,1249,3850,final,603,1200000000.0,,correct,-1,1.607245,12.229570
B,below_good,103,1250,3851,final_corrected,603,1200000000.0,,correct,-1,1.607245,12.229570
B,below_good,103,1251,3852,belief,627,,,correct,-1,0.951607,2.902947
B,below_good,104,1252,3853,end_of_prompt,196,,,correct,-1,4.608104,5.141998
B,below_good,104,1253,3854,est_offwin,282,25000000.0,-1,correct,-1,23.434910,21.495398
B,below_good,104,1254,3855,est,514,50000000000.0,1,correct,-1,-1.080525,10.745604
B,below_good,104,1255,3856,tau_echo,585,4500000000.0,,correct,-1,-12.747387,-0.951908
B,below_good,104,1256,3857,final,585,4500000000.0,,correct,-1,-12.747387,-0.951908
B,below_good,104,1257,3858,final_corrected,562,50000000000.0,,correct,-1,-2.648103,10.762722
B,below_good,104,1258,3859,belief,594,,,correct,-1,0.911261,1.922884
B,below_good,105,1259,3860,end_of_prompt,196,,,correct,-1,4.608104,5.141998
B,below_good,105,1260,3861,est_offwin,405,470000.0,-1,correct,-1,9.675958,8.382971
B,below_good,105,1261,3862,est_offwin,444,2500.0,-1,correct,-1,1.011414,8.251852
B,below_good,105,1262,3863,est_offwin,487,470000.0,-1,correct,-1,13.160091,9.248346
B,below_good,105,1263,3864,est_offwin,495,2500.0,-1,correct,-1,6.927765,8.431725
B,below_good,105,1264,3865,est,521,1175000000.0,-1,correct,-1,4.023355,11.876706
B,below_good,105,1265,3866,tau_echo,571,4500000000.0,,correct,-1,-8.846634,3.631660
B,below_good,105,1266,3867,final,571,4500000000.0,,correct,-1,-8.846634,3.631660
B,below_good,105,1267,3868,final_corrected,547,1175000000.0,,correct,-1,2.482528,16.164913
B,below_good,105,1268,3869,belief,595,,,correct,-1,0.600540,1.979517
B,below_good,106,1269,3870,end_of_prompt,196,,,correct,-1,4.669802,5.228902
B,below_good,106,1270,3871,est_offwin,252,6000000.0,-1,correct,-1,23.396313,23.706087
B,below_good,106,1271,3872,est_offwin,361,3000.0,-1,correct,-1,0.280370,9.313502
B,below_good,106,1272,3873,est_offwin,446,2500.0,-1,correct,-1,-1.503437,11.098766
B,below_good,106,1273,3874,est_offwin,463,6000000.0,-1,correct,-1,22.262978,20.330456
B,below_good,106,1274,3875,est_offwin,476,2500.0,-1,correct,-1,8.135679,10.829706
B,below_good,106,1275,3876,est_offwin,491,6000000.0,-1,correct,-1,15.433494,11.415297
B,below_good,106,1276,3877,est_offwin,499,2500.0,-1,correct,-1,7.216307,8.805916
B,below_good,106,1277,3878,est,515,15000000000.0,1,correct,-1,-2.673948,15.117781
B,below_good,106,1278,3879,tau_echo,537,4500000000.0,,correct,-1,-16.260004,-1.857124
B,below_good,106,1279,3880,est_offwin,597,2000.0,-1,correct,-1,-7.430086,3.947641
B,below_good,106,1280,3881,est_offwin,620,6000000.0,-1,correct,-1,9.907927,5.843848
B,below_good,106,1281,3882,est_offwin,628,2000.0,-1,correct,-1,1.605993,4.902844
B,below_good,106,1282,3883,est,644,12000000000.0,1,correct,-1,-18.618332,-2.603191
B,below_good,106,1283,3884,est_offwin,672,1500.0,-1,correct,-1,-7.043854,5.248094
B,below_good,106,1284,3885,est_offwin,704,6000000.0,-1,correct,-1,8.761339,4.977681
B,below_good,106,1285,3886,est_offwin,712,1500.0,-1,correct,-1,0.516393,4.084812
B,below_good,106,1286,3887,est,727,9000000000.0,1,correct,-1,-20.208965,-3.828445
B,below_good,106,1287,3888,est_offwin,782,6000000.0,-1,correct,-1,8.252752,5.710282
B,below_good,106,1288,3889,est_offwin,790,1000.0,-1,correct,-1,-5.019145,-3.877631
B,below_good,106,1289,3890,est,805,6000000000.0,1,correct,-1,-18.627514,-1.760719
B,below_good,106,1290,3891,est_offwin,835,6000000.0,-1,correct,-1,6.622897,3.369565
B,below_good,106,1291,3892,tau_echo,856,4500000000.0,,correct,-1,-21.270332,-3.343651
B,below_good,106,1292,3893,final,890,4500000000.0,,correct,-1,-12.070016,7.070828
B,below_good,106,1293,3894,final_corrected,841,750.0,,correct,-1,-4.576679,1.090033
B,below_good,107,1294,3895,end_of_prompt,196,,,correct,-1,4.669802,5.228902
B,below_good,107,1295,3896,est_offwin,292,5000000.0,-1,correct,-1,18.138573,22.599346
B,below_good,107,1296,3897,est_offwin,339,50000.0,-1,correct,-1,15.214205,12.999666
B,below_good,107,1297,3898,est_offwin,366,5000000.0,-1,correct,-1,15.992096,13.270056
B,below_good,107,1298,3899,est_offwin,382,50000.0,-1,correct,-1,12.522076,6.102653
B,below_good,107,1299,3900,est,407,250000000000.0,1,correct,-1,-0.141557,9.771002
B,below_good,107,1300,3901,tau_echo,432,4500000000.0,,correct,-1,-11.663467,2.406777
B,below_good,107,1301,3902,est_offwin,524,900000.0,-1,correct,-1,7.067826,4.255859
B,below_good,107,1302,3903,est_offwin,556,50000.0,-1,correct,-1,7.376525,2.218287
B,below_good,107,1303,3904,est,580,45000000000.0,1,correct,-1,-9.507566,1.289631
B,below_good,107,1304,3905,est_offwin,644,800000.0,-1,correct,-1,2.779942,4.573207
B,below_good,107,1305,3906,est_offwin,676,50000.0,-1,correct,-1,5.462359,0.685519
B,below_good,107,1306,3907,est,700,40000000000.0,1,correct,-1,-17.839632,-7.006301
B,below_good,107,1307,3908,tau_echo,746,4500000000.0,,correct,-1,-4.931589,9.386465
B,below_good,107,1308,3909,est,784,4000000000.0,-1,correct,-1,-23.062332,-1.915233
B,below_good,107,1309,3910,final,784,4000000000.0,,correct,-1,-23.062332,-1.915233
B,below_good,107,1310,3911,final_corrected,784,4000000000.0,,correct,-1,-23.062332,-1.915233
B,below_good,108,1311,3912,end_of_prompt,196,,,correct,-1,4.677787,5.217660
B,below_good,108,1312,3913,est_offwin,325,1500000.0,-1,correct,-1,11.104868,12.995390
B,below_good,108,1313,3914,est_offwin,406,50000.0,-1,correct,-1,7.089025,5.950951
B,below_good,108,1314,3915,est_offwin,453,1500000.0,-1,correct,-1,20.564968,19.209639
B,below_good,108,1315,3916,est_offwin,470,50000.0,-1,correct,-1,12.629549,6.996279
B,below_good,108,1316,3917,est_offwin,482,1500000.0,-1,correct,-1,14.158257,8.572641
B,below_good,108,1317,3918,est,498,75000000000.0,1,correct,-1,1.152717,9.878494
B,below_good,108,1318,3919,tau_echo,518,4500000000.0,,correct,-1,-13.482176,2.655851
B,below_good,108,1319,3920,est,554,75000000000.0,1,correct,-1,-1.147370,6.103035
B,below_good,108,1320,3921,final,560,75000000000.0,,correct,-1,7.012149,17.685661
B,below_good,108,1321,3922,final_corrected,560,75000000000.0,,correct,-1,7.012149,17.685661
B,below_good,108,1322,3923,belief,633,,,correct,-1,1.847619,2.282634
B,below_good,109,1323,3924,end_of_prompt,196,,,unclear,,4.608104,5.141998
B,below_good,109,1324,3925,est_offwin,279,5000000.0,-1,unclear,,17.273762,20.867916
B,below_good,109,1325,3926,est_offwin,376,50000.0,-1,unclear,,10.936324,10.217597
B,below_good,109,1326,3927,est_offwin,435,5000000.0,-1,unclear,,15.059378,10.806791
B,below_good,109,1327,3928,est_offwin,444,50000.0,-1,unclear,,12.054745,3.313207
B,below_good,109,1328,3929,est,471,250000000000.0,1,unclear,,2.372812,9.147696
B,below_good,109,1329,3930,tau_echo,491,4500000000.0,,unclear,,-10.890181,2.203084
B,below_good,109,1330,3931,est,511,250000000000.0,1,unclear,,0.111948,1.931777
B,below_good,109,1331,3932,final,537,250000000000.0,,unclear,,-4.781947,8.083984
B,below_good,109,1332,3933,final_corrected,537,250000000000.0,,unclear,,-4.781947,8.083984
B,below_good,110,1333,3934,end_of_prompt,196,,,correct,-1,4.701674,5.236566
B,below_good,110,1334,3935,est_offwin,320,75000.0,-1,correct,-1,9.014854,7.232708
B,below_good,110,1335,3936,est_offwin,357,2500000.0,-1,correct,-1,18.126650,20.865137
B,below_good,110,1336,3937,est_offwin,460,75000.0,-1,correct,-1,10.830395,4.012663
B,below_good,110,1337,3938,est,486,187500000000.0,1,correct,-1,2.713253,10.530874
B,below_good,110,1338,3939,tau_echo,511,4500000000.0,,correct,-1,-12.813804,0.125080
B,below_good,110,1339,3940,est_offwin,611,50000.0,-1,correct,-1,4.227505,3.635595
B,below_good,110,1340,3941,est_offwin,634,2500000.0,-1,correct,-1,9.094234,7.727941
B,below_good,110,1341,3942,est_offwin,643,50000.0,-1,correct,-1,8.198849,1.082222
B,below_good,110,1342,3943,est,669,125000000000.0,1,correct,-1,-11.608927,-3.862378
B,below_good,110,1343,3944,est_offwin,706,2500000.0,-1,correct,-1,8.202224,7.068968
B,below_good,110,1344,3945,est_offwin,715,20000.0,-1,correct,-1,-0.384238,-0.468968
B,below_good,110,1345,3946,est,740,50000000000.0,1,correct,-1,-15.458926,-7.241436
B,below_good,110,1346,3947,tau_echo,766,4500000000.0,,correct,-1,-14.105988,-3.611906
B,below_good,110,1347,3948,est_offwin,797,1000000.0,-1,correct,-1,11.071087,13.005063
B,below_good,110,1348,3949,est_offwin,807,4500.0,-1,correct,-1,1.684229,6.691725
B,below_good,110,1349,3950,est_offwin,832,1000000.0,-1,correct,-1,11.490044,4.610873
B,below_good,110,1350,3951,est_offwin,840,4500.0,-1,correct,-1,3.153936,4.593374
B,below_good,110,1351,3952,tau_echo,855,4500000000.0,,correct,-1,-12.345356,1.551393
B,below_good,110,1352,3953,final,899,4500000000.0,,correct,-1,-11.261392,4.731553
B,below_good,110,1353,3954,final_corrected,840,4500.0,,correct,-1,3.153936,4.593374
B,below_good,111,1354,3955,end_of_prompt,196,,,correct,-1,4.677787,5.217660
B,below_good,111,1355,3956,est_offwin,264,1500000.0,-1,correct,-1,20.224716,19.531631
B,below_good,111,1356,3957,est_offwin,331,50000.0,-1,correct,-1,15.004837,11.380964
B,below_good,111,1357,3958,est_offwin,364,1500000.0,-1,correct,-1,20.439516,22.008036
B,below_good,111,1358,3959,est_offwin,379,50000.0,-1,correct,-1,12.520426,7.302521
B,below_good,111,1359,3960,est_offwin,396,1500000.0,-1,correct,-1,12.938095,11.134318
B,below_good,111,1360,3961,est_offwin,404,50000.0,-1,correct,-1,11.491733,4.039190
B,below_good,111,1361,3962,est,420,75000000000.0,1,correct,-1,1.560164,10.755905
B,below_good,111,1362,3963,tau_echo,442,4500000000.0,,correct,-1,-13.717190,1.006823
B,below_good,111,1363,3964,est_offwin,501,10000.0,-1,correct,-1,2.450515,2.372092
B,below_good,111,1364,3965,est_offwin,554,1500000.0,-1,correct,-1,10.572246,6.925991
B,below_good,111,1365,3966,est_offwin,562,10000.0,-1,correct,-1,8.060400,2.236219
B,below_good,111,1366,3967,est,578,15000000000.0,1,correct,-1,-13.951221,0.166285
B,below_good,111,1367,3968,tau_echo,603,4500000000.0,,correct,-1,-15.544189,-4.304442
B,below_good,111,1368,3969,est,664,3000000000.0,-1,correct,-1,-19.262220,2.379674
B,below_good,111,1369,3970,final,664,3000000000.0,,correct,-1,-19.262220,2.379674
B,below_good,111,1370,3971,final_corrected,664,3000000000.0,,correct,-1,-19.262220,2.379674
B,below_good,112,1371,3972,end_of_prompt,196,,,incorrect,1,4.608104,5.141998
B,below_good,112,1372,3973,est_offwin,373,2000.0,-1,incorrect,1,7.201233,14.851187
B,below_good,112,1373,3974,est_offwin,382,10000.0,-1,incorrect,1,9.648483,10.723243
B,below_good,112,1374,3975,est_offwin,420,6000.0,-1,incorrect,1,5.720731,11.224774
B,below_good,112,1375,3976,est_offwin,468,8000000.0,-1,incorrect,1,18.200531,20.227562
B,below_good,112,1376,3977,est_offwin,487,6000.0,-1,incorrect,1,7.896606,9.639145
B,below_good,112,1377,3978,est_offwin,503,8000000.0,-1,incorrect,1,13.573963,8.916010
B,below_good,112,1378,3979,est_offwin,513,6000.0,-1,incorrect,1,8.427202,8.612976
B,below_good,112,1379,3980,est_offwin,528,8000000.0,-1,incorrect,1,14.436707,10.186297
B,below_good,112,1380,3981,est,547,48000000000.0,1,incorrect,1,-0.810630,12.793406
B,below_good,112,1381,3982,tau_echo,608,4500000000.0,,incorrect,1,-13.891204,0.173317
B,below_good,112,1382,3983,final,608,4500000000.0,,incorrect,1,-13.891204,0.173317
B,below_good,112,1383,3984,final_corrected,585,48000000000.0,,incorrect,1,-3.445130,9.234674
B,below_good,112,1384,3985,belief,614,,,incorrect,1,3.758716,4.910517
B,below_good,113,1385,3986,end_of_prompt,196,,,correct,-1,4.625836,5.178909
B,below_good,113,1386,3987,est_offwin,287,25000000.0,-1,correct,-1,24.245897,22.495733
B,below_good,113,1387,3988,est_offwin,370,65000.0,-1,correct,-1,8.565893,7.907924
B,below_good,113,1388,3989,est_offwin,398,25000000.0,-1,correct,-1,22.220718,21.691576
B,below_good,113,1389,3990,est_offwin,413,65000.0,-1,correct,-1,11.530848,6.653263
B,below_good,113,1390,3991,est_offwin,438,25000000.0,-1,correct,-1,13.335539,10.594865
B,below_good,113,1391,3992,est_offwin,446,65000.0,-1,correct,-1,11.097516,3.893177
B,below_good,113,1392,3993,est_offwin,467,1625000000000.0,1,correct,-1,0.974655,5.534426
B,below_good,113,1393,3994,tau_echo,502,4500000000.0,,correct,-1,-12.946998,-0.261980
B,below_good,113,1394,3995,est_offwin,553,20000000.0,-1,correct,-1,7.007398,12.496044
B,below_good,113,1395,3996,est_offwin,568,50000.0,-1,correct,-1,3.355551,1.175217
B,below_good,113,1396,3997,est_offwin,585,20000000.0,-1,correct,-1,9.152618,7.880872
B,below_good,113,1397,3998,est_offwin,593,50000.0,-1,correct,-1,7.844850,1.698553
B,below_good,113,1398,3999,est,608,1000000000.0,-1,correct,-1,-8.028409,-2.247501
B,below_good,113,1399,4000,est_offwin,634,5000000.0,-1,correct,-1,7.048570,12.008905
B,below_good,113,1400,4001,est_offwin,646,50000.0,-1,correct,-1,4.616526,1.363976
B,below_good,113,1401,4002,est_offwin,663,5000000.0,-1,correct,-1,5.687777,4.311930
B,below_good,113,1402,4003,est_offwin,671,50000.0,-1,correct,-1,5.413411,-0.532223
B,below_good,113,1403,4004,est,684,250000000.0,-1,correct,-1,-0.967620,0.182371
B,below_good,113,1404,4005,est,713,200000000.0,-1,correct,-1,-2.851431,5.843744
B,below_good,113,1405,4006,tau_echo,742,4500000000.0,,correct,-1,-11.299870,-0.974672
B,below_good,113,1406,4007,final,742,4500000000.0,,correct,-1,-11.299870,-0.974672
B,below_good,113,1407,4008,final_corrected,713,200000000.0,,correct,-1,-2.851431,5.843744
B,below_good,114,1408,4009,end_of_prompt,196,,,unclear,,4.648891,5.194833
B,below_good,114,1409,4010,est_offwin,297,625000.0,-1,unclear,,11.279964,8.174577
B,below_good,114,1410,4011,est_offwin,337,200000.0,-1,unclear,,12.956431,11.894495
B,below_good,114,1411,4012,est_offwin,363,150000.0,-1,unclear,,3.191489,4.500142
B,below_good,114,1412,4013,est_offwin,410,625000.0,-1,unclear,,11.973238,9.652328
B,below_good,114,1413,4014,est_offwin,420,150000.0,-1,unclear,,11.702103,5.147780
B,below_good,114,1414,4015,est,447,93750000000.0,1,unclear,,3.692345,11.009464
B,below_good,114,1415,4016,tau_echo,470,4500000000.0,,unclear,,-11.430673,1.189868
B,below_good,114,1416,4017,est,507,93750000000.0,1,unclear,,-0.373617,9.322556
B,below_good,114,1417,4018,final,507,93750000000.0,,unclear,,-0.373617,9.322556
B,below_good,114,1418,4019,final_corrected,507,93750000000.0,,unclear,,-0.373617,9.322556
B,below_good,115,1419,4020,end_of_prompt,196,,,correct,-1,4.648891,5.194833
B,below_good,115,1420,4021,est_offwin,249,25000000.0,-1,correct,-1,25.720282,24.970905
B,below_good,115,1421,4022,est_offwin,378,2000.0,-1,correct,-1,0.724608,8.132006
B,below_good,115,1422,4023,est_offwin,447,25000000.0,-1,correct,-1,13.698189,10.186692
B,below_good,115,1423,4024,est_offwin,455,2000.0,-1,correct,-1,4.767225,7.377542
B,below_good,115,1424,4025,est,480,50000000000.0,1,correct,-1,1.979173,10.588442
B,below_good,115,1425,4026,tau_echo,500,4500000000.0,,correct,-1,-12.989666,0.315837
B,below_good,115,1426,4027,est,519,50000000000.0,1,correct,-1,0.214321,2.196628
B,below_good,115,1427,4028,final,519,50000000000.0,,correct,-1,0.214321,2.196628
B,below_good,115,1428,4029,final_corrected,519,50000000000.0,,correct,-1,0.214321,2.196628
B,below_good,115,1429,4030,belief,544,,,correct,-1,0.811373,1.495616
B,below_good,116,1430,4031,end_of_prompt,196,,,correct,-1,4.648891,5.194833
B,below_good,116,1431,4032,est_offwin,261,2500000.0,-1,correct,-1,18.876690,19.972340
B,below_good,116,1432,4033,est_offwin,294,5000.0,-1,correct,-1,11.104909,15.215115
B,below_good,116,1433,4034,est,390,12500000000.0,1,correct,-1,-0.308841,18.058910
B,below_good,116,1434,4035,tau_echo,417,4500000000.0,,correct,-1,-15.991079,-0.957915
B,below_good,116,1435,4036,est,441,12500000000.0,1,correct,-1,-1.295468,9.187647
B,below_good,116,1436,4037,final,475,12500000000.0,,correct,-1,-3.768584,12.533337
B,below_good,116,1437,4038,final_corrected,475,12500000000.0,,correct,-1,-3.768584,12.533337
B,below_good,116,1438,4039,belief,499,,,correct,-1,0.974471,0.547010
B,below_good,117,1439,4040,end_of_prompt,196,,,correct,-1,4.608104,5.141998
B,below_good,117,1440,4041,est_offwin,333,470000.0,-1,correct,-1,10.263765,7.602422
B,below_good,117,1441,4042,est_offwin,408,2000.0,-1,correct,-1,7.003587,15.271405
B,below_good,117,1442,4043,est_offwin,429,470000.0,-1,correct,-1,13.793559,10.957054
B,below_good,117,1443,4044,est_offwin,443,2000.0,-1,correct,-1,5.925198,9.533579
B,below_good,117,1444,4045,tau_echo,586,4500000000.0,,correct,-1,-7.091683,4.501978
B,below_good,117,1445,4046,final,586,4500000000.0,,correct,-1,-7.091683,4.501978
B,below_good,117,1446,4047,final_corrected,562,0.0,,correct,-1,5.309381,11.024153
B,below_good,117,1447,4048,belief,598,,,correct,-1,0.812920,1.361315
B,below_good,118,1448,4049,end_of_prompt,196,,,correct,-1,4.655776,5.188711
B,below_good,118,1449,4050,est_offwin,313,377500.0,-1,correct,-1,11.617102,10.615302
B,below_good,118,1450,4051,est_offwin,454,2000.0,-1,correct,-1,2.941857,12.868252
B,below_good,118,1451,4052,est_offwin,511,377500.0,-1,correct,-1,14.135883,11.393463
B,below_good,118,1452,4053,est,540,755000000.0,-1,correct,-1,11.521786,11.770175
B,below_good,118,1453,4054,tau_echo,606,4500000000.0,,correct,-1,-6.550454,6.692695
B,below_good,118,1454,4055,final,644,4500000000.0,,correct,-1,-8.230499,-1.056582
B,below_good,118,1455,4056,final_corrected,587,755000000.0,,correct,-1,7.645357,14.710030
B,below_good,118,1456,4057,belief,623,,,correct,-1,0.709738,2.179147
B,below_good,119,1457,4058,end_of_prompt,196,,,unclear,,4.608104,5.141998
B,below_good,119,1458,4059,est_offwin,308,500000.0,-1,unclear,,14.625826,10.466180
B,below_good,119,1459,4060,est_offwin,460,2000.0,-1,unclear,,2.861593,8.234731
B,below_good,119,1460,4061,est,493,1000000000.0,-1,unclear,,3.210364,10.645098
B,below_good,119,1461,4062,tau_echo,519,4500000000.0,,unclear,,-8.761746,5.211658
B,below_good,119,1462,4063,est,545,1000000000.0,-1,unclear,,-2.369126,8.765582
B,below_good,119,1463,4064,final,545,1000000000.0,,unclear,,-2.369126,8.765582
B,below_good,119,1464,4065,final_corrected,545,1000000000.0,,unclear,,-2.369126,8.765582
B,below_good,120,1465,4066,end_of_prompt,196,,,correct,-1,4.669802,5.228902
B,below_good,120,1466,4067,est_offwin,415,3750000.0,-1,correct,-1,10.721685,16.136600
B,below_good,120,1467,4068,est_offwin,448,13500.0,-1,correct,-1,5.869916,8.274492
B,below_good,120,1468,4069,est,474,50625000000.0,1,correct,-1,0.658426,16.454576
B,below_good,120,1469,4070,tau_echo,499,4500000000.0,,correct,-1,-16.085340,0.817429
B,below_good,120,1470,4071,est_offwin,565,3750000.0,-1,correct,-1,5.774254,6.776016
B,below_good,120,1471,4072,est_offwin,581,12000.0,-1,correct,-1,1.710046,3.791347
B,below_good,120,1472,4073,est,605,45000000000.0,1,correct,-1,-13.535942,0.243193
B,below_good,120,1473,4074,tau_echo,630,4500000000.0,,correct,-1,-14.596398,-1.731496
B,below_good,120,1474,4075,est_offwin,671,3200000.0,-1,correct,-1,-0.031286,5.844324
B,below_good,120,1475,4076,est_offwin,687,12000.0,-1,correct,-1,3.285499,6.941157
B,below_good,120,1476,4077,est_offwin,703,3200000.0,-1,correct,-1,10.321208,11.378279
B,below_good,120,1477,4078,est_offwin,719,12000.0,-1,correct,-1,5.069242,5.596060
B,below_good,120,1478,4079,est,743,38400000000.0,1,correct,-1,-17.437723,-1.388588
B,below_good,120,1479,4080,final,782,38400000000.0,,correct,-1,-8.678415,9.281336
B,below_good,120,1480,4081,final_corrected,782,38400000000.0,,correct,-1,-8.678415,9.281336
B,below_good,121,1481,4082,end_of_prompt,196,,,correct,-1,4.625836,5.178909
B,below_good,121,1482,4083,est_offwin,290,25000000.0,-1,correct,-1,24.716431,23.371309
B,below_good,121,1483,4084,est_offwin,336,2000.0,-1,correct,-1,4.348270,14.032069
B,below_good,121,1484,4085,est_offwin,397,25000000.0,-1,correct,-1,14.959764,11.457093
B,below_good,121,1485,4086,est_offwin,404,2000.0,-1,correct,-1,5.345277,7.805167
B,below_good,121,1486,4087,est,420,50000000000.0,1,correct,-1,0.205053,10.360785
B,below_good,121,1487,4088,tau_echo,447,4500000000.0,,correct,-1,-13.780318,-0.914592
B,below_good,121,1488,4089,est_offwin,487,1000.0,-1,correct,-1,-2.280481,1.481774
B,below_good,121,1489,4090,est_offwin,509,25000000.0,-1,correct,-1,9.541531,7.051210
B,below_good,121,1490,4091,est_offwin,516,1000.0,-1,correct,-1,3.383040,2.273140
B,below_good,121,1491,4092,est,532,25000000000.0,1,correct,-1,-13.593800,0.062302
B,below_good,121,1492,4093,est_offwin,578,25000000.0,-1,correct,-1,6.788451,3.411116
B,below_good,121,1493,4094,est,600,22500000000.0,1,correct,-1,-19.192799,-5.902700
B,below_good,121,1494,4095,tau_echo,624,4500000000.0,,correct,-1,-13.877498,-3.644778
B,below_good,121,1495,4096,est,676,4000000000.0,-1,correct,-1,-21.989088,-0.493516
B,below_good,121,1496,4097,final,676,4000000000.0,,correct,-1,-21.989088,-0.493516
B,below_good,121,1497,4098,final_corrected,676,4000000000.0,,correct,-1,-21.989088,-0.493516
B,below_good,122,1498,4099,end_of_prompt,196,,,correct,-1,4.625836,5.178909
B,below_good,122,1499,4100,est_offwin,353,2500.0,-1,correct,-1,6.315742,16.800100
B,below_good,122,1500,4101,est_offwin,369,5000.0,-1,correct,-1,7.239452,12.131139
B,below_good,122,1501,4102,est_offwin,385,7000.0,-1,correct,-1,4.602475,8.675646
B,below_good,122,1502,4103,est_offwin,397,8000.0,-1,correct,-1,2.068858,3.989842
B,below_good,122,1503,4104,est_offwin,438,100000.0,-1,correct,-1,15.701688,7.391759
B,below_good,122,1504,4105,est_offwin,453,50000.0,-1,correct,-1,4.092571,-1.110178
B,below_good,122,1505,4106,est_offwin,468,10000.0,-1,correct,-1,2.708729,-1.249374
B,below_good,122,1506,4107,est_offwin,491,2500.0,-1,correct,-1,6.878392,13.492737
B,below_good,122,1507,4108,est_offwin,501,100000.0,-1,correct,-1,15.775990,8.217777
B,below_good,122,1508,4109,est,514,250000000.0,-1,correct,-1,11.491079,8.885930
B,below_good,122,1509,4110,est_offwin,528,5000.0,-1,correct,-1,5.790078,6.367069
B,below_good,122,1510,4111,est_offwin,537,50000.0,-1,correct,-1,7.536666,-0.831508
B,below_good,122,1511,4112,est,550,250000000.0,-1,correct,-1,4.458289,2.502528
B,below_good,122,1512,4113,est_offwin,564,7000.0,-1,correct,-1,1.114632,3.081651
B,below_good,122,1513,4114,est_offwin,573,10000.0,-1,correct,-1,5.805157,-0.138594
B,below_good,122,1514,4115,est,585,70000000.0,-1,correct,-1,4.015494,-2.292820
B,below_good,122,1515,4116,est,610,250000000.0,-1,correct,-1,9.118801,7.617361
B,below_good,122,1516,4117,est,635,70000000.0,-1,correct,-1,5.544310,-4.926173
B,below_good,122,1517,4118,est,648,570000000.0,-1,correct,-1,3.559258,6.381918
B,below_good,122,1518,4119,tau_echo,717,4500000000.0,,correct,-1,-8.033189,2.908613
B,below_good,122,1519,4120,final,717,4500000000.0,,correct,-1,-8.033189,2.908613
B,below_good,122,1520,4121,final_corrected,693,570000000.0,,correct,-1,7.486256,13.310986
B,below_good,122,1521,4122,belief,728,,,correct,-1,0.648165,1.658458
B,below_good,123,1522,4123,end_of_prompt,196,,,correct,-1,4.648891,5.194833
B,below_good,123,1523,4124,est_offwin,321,6500.0,-1,correct,-1,3.258435,9.462996
B,below_good,123,1524,4125,est_offwin,355,250000.0,-1,correct,-1,14.537281,9.940899
B,below_good,123,1525,4126,est_offwin,383,6500.0,-1,correct,-1,9.484157,11.711228
B,below_good,123,1526,4127,est_offwin,401,250000.0,-1,correct,-1,16.491501,12.374481
B,below_good,123,1527,4128,est,423,1625000000.0,-1,correct,-1,0.127463,13.174662
B,below_good,123,1528,4129,tau_echo,448,4500000000.0,,correct,-1,-7.744826,6.738378
B,below_good,123,1529,4130,est,486,1625000000.0,-1,correct,-1,-0.034334,11.907391
B,below_good,123,1530,4131,final,486,1625000000.0,,correct,-1,-0.034334,11.907391
B,below_good,123,1531,4132,final_corrected,486,1625000000.0,,correct,-1,-0.034334,11.907391
B,below_good,124,1532,4133,end_of_prompt,196,,,correct,-1,4.608104,5.141998
B,below_good,124,1533,4134,est_offwin,314,25000000.0,-1,correct,-1,23.324011,20.774754
B,below_good,124,1534,4135,est_offwin,392,2500.0,-1,correct,-1,6.924088,16.281178
B,below_good,124,1535,4136,est_offwin,501,25000000.0,-1,correct,-1,13.854475,10.283779
B,below_good,124,1536,4137,est_offwin,509,2500.0,-1,correct,-1,5.849179,7.970798
B,below_good,124,1537,4138,est,535,62500000000.0,1,correct,-1,0.872918,13.254327
B,below_good,124,1538,4139,tau_echo,591,4500000000.0,,correct,-1,-12.367235,-0.142046
